,Restaurant_id,City,Cuisine Style,Ranking,Price Range,Number of Reviews,Reviews,URL_TA,ID_TA,URL,nr_reviews,excellent,v_good,average,poor,terrible
6415,id_6415,Rome,['Italian'],5932.0,,3.0,"[['Amazing!! Come and eat', 'Excellent pizza'], ['10/07/2017', '11/23/2013']]",/Restaurant_Review-g187791-d1915739-Reviews-Pizzerai_Calignano_M_Cristina-Rome_Lazio.html,d1915739,https://www.tripadvisor.com//Restaurant_Review-g187791-d1915739-Reviews-Pizzerai_Calignano_M_Cristina-Rome_Lazio.html,3,1,1,0,0,0
6416,id_6416,Rome,"['Italian', 'Pizza']",4432.0,$,202.0,"[['Groupon Deal with Pizza and Beer', 'Food that brings you happiness and staff t...'], ['01/15/2015', '11/09/2014']]",/Restaurant_Review-g187791-d3135268-Reviews-Pizzeria_Da_Pietro_Al_Giardino-Rome_Lazio.html,d3135268,https://www.tripadvisor.com//Restaurant_Review-g187791-d3135268-Reviews-Pizzeria_Da_Pietro_Al_Giardino-Rome_Lazio.html,243,1,2,0,0,0
6417,id_6417,London,,12728.0,,,"[['Testing out dat Chicken Licken.'], ['05/21/2017']]",/Restaurant_Review-g186338-d12453988-Reviews-Chicken_Cottage-London_England.html,d12453988,https://www.tripadvisor.com//Restaurant_Review-g186338-d12453988-Reviews-Chicken_Cottage-London_England.html,1,0,1,0,0,0
6418,id_6418,Budapest,"['Mexican', 'American', 'European', 'Hungarian']",1482.0,$$ - $$$,5.0,"[['go there!', 'Enjoyable place and service!'], ['06/21/2017', '05/27/2014']]",/Restaurant_Review-g274887-d850210-Reviews-Poco_Loco-Budapest_Central_Hungary.html,d850210,https://www.tripadvisor.com//Restaurant_Review-g274887-d850210-Reviews-Poco_Loco-Budapest_Central_Hungary.html,6,1,4,0,0,0
6419,id_6419,Milan,,3485.0,,3.0,"[['Delicious meals and nice service', 'Delicious'], ['10/21/2017', '11/11/2015']]",/Restaurant_Review-g187849-d8338549-Reviews-Pizza_Forno_a_Legna-Milan_Lombardy.html,d8338549,https://www.tripadvisor.com//Restaurant_Review-g187849-d8338549-Reviews-Pizza_Forno_a_Legna-Milan_Lombardy.html,7,3,0,0,0,0
6420,id_6420,Munich,"['Mediterranean', 'Vegetarian Friendly']",857.0,$$ - $$$,37.0,"[[""What's not to like?"", 'Brilliant Breakfast'], ['05/20/2017', '04/07/2017']]",/Restaurant_Review-g187309-d10606735-Reviews-Bellevue-Munich_Upper_Bavaria_Bavaria.html,d10606735,https://www.tripadvisor.com//Restaurant_Review-g187309-d10606735-Reviews-Bellevue-Munich_Upper_Bavaria_Bavaria.html,63,9,4,4,0,1
6421,id_6421,Prague,,2416.0,,18.0,"[['Lovely Cocktails', 'Nice cocktails'], ['01/09/2016', '11/10/2015']]",/Restaurant_Review-g274707-d6672538-Reviews-Fruko_Bar-Prague_Bohemia.html,d6672538,https://www.tripadvisor.com//Restaurant_Review-g274707-d6672538-Reviews-Fruko_Bar-Prague_Bohemia.html,18,6,0,1,0,0
6422,id_6422,Rome,['Pizza'],2979.0,$,84.0,"[['Pizza'], ['05/01/2016']]",/Restaurant_Review-g187791-d3862773-Reviews-Pizzeria_Reginella-Rome_Lazio.html,d3862773,https://www.tripadvisor.com//Restaurant_Review-g187791-d3862773-Reviews-Pizzeria_Reginella-Rome_Lazio.html,0,0,0,0,0,0
6423,id_6423,Barcelona,"['Pizza', 'Mediterranean', 'Italian', 'European', 'Vegetarian Friendly', 'Vegan Options']",264.0,$$ - $$$,132.0,"[['Good food and atmosphere, great value.', 'Worth the effort'], ['11/13/2017', '10/29/2017']]",/Restaurant_Review-g187497-d8514501-Reviews-La_Come_Dia-Barcelona_Catalonia.html,d8514501,https://www.tripadvisor.com//Restaurant_Review-g187497-d8514501-Reviews-La_Come_Dia-Barcelona_Catalonia.html,292,82,9,1,1,2
6424,id_6424,Prague,['Czech'],4147.0,$$$$,88.0,"[['Avoid at all costs!', 'STAY AWAY AT ALL COST'], ['06/22/2017', '02/12/2017']]",/Restaurant_Review-g274707-d1737134-Reviews-R_R_Cafe-Prague_Bohemia.html,d1737134,https://www.tripadvisor.com//Restaurant_Review-g274707-d1737134-Reviews-R_R_Cafe-Prague_Bohemia.html,100,0,3,0,2,36
6425,id_6425,Rome,"['Italian', 'Seafood', 'Mediterranean', 'European', 'Vegetarian Friendly']",736.0,$$ - $$$,111.0,"[['Awesome seafood pasta', 'Great fish'], ['11/12/2017', '09/06/2017']]",/Restaurant_Review-g187791-d11704858-Reviews-Ristorante_Gianni_e_Simona-Rome_Lazio.html,d11704858,https://www.tripadvisor.com//Restaurant_Review-g187791-d11704858-Reviews-Ristorante_Gianni_e_Simona-Rome_Lazio.html,238,33,5,0,2,2
6426,id_6426,London,"['Steakhouse', 'Seafood', 'Grill', 'Gluten Free Options']",375.0,$$$$,450.0,"[['Fantastic Meal', 'Good service and good food'], ['12/31/2017', '12/23/2017']]",/Restaurant_Review-g186338-d6631477-Reviews-Beast-London_England.html,d6631477,https://www.tripadvisor.com//Restaurant_Review-g186338-d6631477-Reviews-Beast-London_England.html,612,299,155,40,16,17
6427,id_6427,Barcelona,"['Mediterranean', 'European', 'Spanish']",6419.0,$$ - $$$,63.0,"[['Great great food and service', 'Great paella'], ['03/25/2017', '06/27/2017']]",/Restaurant_Review-g187497-d4082286-Reviews-El_Caliu_de_Gracia-Barcelona_Catalonia.html,d4082286,https://www.tripadvisor.com//Restaurant_Review-g187497-d4082286-Reviews-El_Caliu_de_Gracia-Barcelona_Catalonia.html,82,10,2,0,0,1
6428,id_6428,Oslo,"['Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",85.0,$$ - $$$,74.0,"[['Great Restaurant', 'Back to Spain!!!!'], ['10/24/2017', '09/29/2017']]",/Restaurant_Review-g190479-d8811826-Reviews-Barcia_Bistro_Bar_By_San_Leandro-Oslo_Eastern_Norway.html,d8811826,https://www.tripadvisor.com//Restaurant_Review-g190479-d8811826-Reviews-Barcia_Bistro_Bar_By_San_Leandro-Oslo_Eastern_Norway.html,0,0,0,0,0,0
6429,id_6429,Bratislava,"['Cafe', 'International', 'Middle Eastern', 'Eastern European', 'Vegan Options', 'Vegetarian Friendly']",119.0,$,33.0,"[['Amazing', 'Excellent tea with a great atmosphere'], ['01/20/2018', '11/27/2017']]",/Restaurant_Review-g274924-d4699502-Reviews-Cajovna_v_Podzemi_Underground_Tea_Room-Bratislava_Bratislava_Region.html,d4699502,https://www.tripadvisor.com//Restaurant_Review-g274924-d4699502-Reviews-Cajovna_v_Podzemi_Underground_Tea_Room-Bratislava_Bratislava_Region.html,86,65,4,0,1,1
6430,id_6430,Paris,"['Thai', 'Vegan Options']",5608.0,$$ - $$$,56.0,"[['Excellent Food', 'Little place for home cooked Thai food'], ['08/26/2017', '04/01/2015']]",/Restaurant_Review-g187147-d3482451-Reviews-Cham_Thai-Paris_Ile_de_France.html,d3482451,https://www.tripadvisor.com//Restaurant_Review-g187147-d3482451-Reviews-Cham_Thai-Paris_Ile_de_France.html,63,1,5,1,0,0
6431,id_6431,Prague,,1551.0,,12.0,"[['Average'], ['06/30/2016']]",/Restaurant_Review-g274707-d9729060-Reviews-Mlsna_Trnka-Prague_Bohemia.html,d9729060,https://www.tripadvisor.com//Restaurant_Review-g274707-d9729060-Reviews-Mlsna_Trnka-Prague_Bohemia.html,0,0,0,0,0,0
6432,id_6432,Barcelona,"['Barbecue', 'Spanish', 'Chilean', 'South American']",2065.0,$$ - $$$,52.0,"[['Dinner', 'Lunch time menu'], ['11/29/2017', '10/29/2017']]",/Restaurant_Review-g187497-d10177716-Reviews-Braseria_Chilena_Carniball-Barcelona_Catalonia.html,d10177716,https://www.tripadvisor.com//Restaurant_Review-g187497-d10177716-Reviews-Braseria_Chilena_Carniball-Barcelona_Catalonia.html,97,10,3,0,0,0
6433,id_6433,Barcelona,"['Seafood', 'Spanish']",1633.0,$$ - $$$,117.0,"[[], []]",/Restaurant_Review-g187497-d8497270-Reviews-Casa_Angelita-Barcelona_Catalonia.html,d8497270,https://www.tripadvisor.com//Restaurant_Review-g187497-d8497270-Reviews-Casa_Angelita-Barcelona_Catalonia.html,162,1,0,0,0,0
6434,id_6434,Paris,"['Indian', 'Vegan Options']",12052.0,$$ - $$$,14.0,"[['Nice little place :)', 'Very very good food'], ['06/20/2015', '01/03/2015']]",/Restaurant_Review-g187147-d6613161-Reviews-Taj_Indien-Paris_Ile_de_France.html,d6613161,https://www.tripadvisor.com//Restaurant_Review-g187147-d6613161-Reviews-Taj_Indien-Paris_Ile_de_France.html,12,2,1,0,0,0
6435,id_6435,Barcelona,"['Spanish', 'Seafood']",2619.0,$$ - $$$,89.0,"[['EXPENSIVE DRINKS!!!', 'La Rambla'], ['09/24/2017', '08/22/2017']]",/Restaurant_Review-g187497-d1503950-Reviews-La_Rambla_96-Barcelona_Catalonia.html,d1503950,https://www.tripadvisor.com//Restaurant_Review-g187497-d1503950-Reviews-La_Rambla_96-Barcelona_Catalonia.html,96,10,7,8,2,2
6436,id_6436,Madrid,['Mexican'],6905.0,$$ - $$$,20.0,"[[], []]",/Restaurant_Review-g187514-d9770870-Reviews-La_Madrina-Madrid.html,d9770870,https://www.tripadvisor.com//Restaurant_Review-g187514-d9770870-Reviews-La_Madrina-Madrid.html,0,0,0,0,0,0
6437,id_6437,Lisbon,,3422.0,,,"[[], []]",/Restaurant_Review-g189158-d12689621-Reviews-Restaurante_Fofo-Lisbon_Lisbon_District_Central_Portugal.html,d12689621,https://www.tripadvisor.com//Restaurant_Review-g189158-d12689621-Reviews-Restaurante_Fofo-Lisbon_Lisbon_District_Central_Portugal.html,4,0,2,2,0,0
6438,id_6438,Lyon,,2640.0,,4.0,"[[], []]",/Restaurant_Review-g187265-d5797786-Reviews-Amigo_Pizza-Lyon_Rhone_Auvergne_Rhone_Alpes.html,d5797786,https://www.tripadvisor.com//Restaurant_Review-g187265-d5797786-Reviews-Amigo_Pizza-Lyon_Rhone_Auvergne_Rhone_Alpes.html,0,0,0,0,0,0
6439,id_6439,London,,11017.0,,16.0,"[['Fantastic!', 'Gorgeous cheesy toasties'], ['11/05/2017', '04/18/2017']]",/Restaurant_Review-g186338-d7086438-Reviews-The_Cheese_Truck-London_England.html,d7086438,https://www.tripadvisor.com//Restaurant_Review-g186338-d7086438-Reviews-The_Cheese_Truck-London_England.html,18,9,5,0,1,1
6440,id_6440,Vienna,"['Chinese', 'Asian']",1000.0,$$ - $$$,36.0,"[['(Mostly) Undiscovered Gem', 'extraordinary authentic Chinese (Sichuan...'], ['08/04/2017', '07/25/2016']]",/Restaurant_Review-g190454-d1319467-Reviews-Meister_Xiao-Vienna.html,d1319467,https://www.tripadvisor.com//Restaurant_Review-g190454-d1319467-Reviews-Meister_Xiao-Vienna.html,49,11,4,2,0,0
6441,id_6441,Paris,['French'],8077.0,$,,"[[], []]",/Restaurant_Review-g187147-d12423389-Reviews-La_Marguerite-Paris_Ile_de_France.html,d12423389,https://www.tripadvisor.com//Restaurant_Review-g187147-d12423389-Reviews-La_Marguerite-Paris_Ile_de_France.html,3,1,0,0,2,0
6442,id_6442,London,,7898.0,,7.0,"[['Decent East London pub', '5⭐️ Lunch'], ['11/05/2017', '12/14/2016']]",/Restaurant_Review-g186338-d5098590-Reviews-The_Ship-London_England.html,d5098590,https://www.tripadvisor.com//Restaurant_Review-g186338-d5098590-Reviews-The_Ship-London_England.html,16,10,3,0,0,3
6443,id_6443,Paris,"['Italian', 'Mediterranean']",5689.0,$$ - $$$,53.0,"[['Great find', 'At Last a Real Italian Restaurant'], ['03/15/2017', '12/10/2016']]",/Restaurant_Review-g187147-d7299013-Reviews-AL_PICCOLO-Paris_Ile_de_France.html,d7299013,https://www.tripadvisor.com//Restaurant_Review-g187147-d7299013-Reviews-AL_PICCOLO-Paris_Ile_de_France.html,77,6,5,0,0,0
6444,id_6444,Barcelona,,5063.0,,10.0,"[['Hidden gem', 'Best Mojitos of Barcelona !'], ['04/13/2017', '02/26/2014']]",/Restaurant_Review-g187497-d717369-Reviews-Pile_43-Barcelona_Catalonia.html,d717369,https://www.tripadvisor.com//Restaurant_Review-g187497-d717369-Reviews-Pile_43-Barcelona_Catalonia.html,10,3,1,0,0,0
6445,id_6445,London,"['Seafood', 'Fast Food']",6840.0,$,13.0,"[['Best fish and chips', 'The best'], ['05/17/2017', '03/19/2017']]",/Restaurant_Review-g186338-d8728313-Reviews-Nemo_s_Fish_and_Chips-London_England.html,d8728313,https://www.tripadvisor.com//Restaurant_Review-g186338-d8728313-Reviews-Nemo_s_Fish_and_Chips-London_England.html,17,13,3,0,0,0
6446,id_6446,Rome,['Italian'],3850.0,$$ - $$$,83.0,"[['Great little osteria', 'Hidden gem in Alberone neighborhood.'], ['09/17/2016', '10/15/2013']]",/Restaurant_Review-g187791-d4070199-Reviews-Osteria_all_Alberone-Rome_Lazio.html,d4070199,https://www.tripadvisor.com//Restaurant_Review-g187791-d4070199-Reviews-Osteria_all_Alberone-Rome_Lazio.html,137,1,1,0,0,0
6447,id_6447,Barcelona,"['Mediterranean', 'Spanish']",1437.0,$,123.0,"[['Authentic Catalan Food', 'Wonderful lunch'], ['12/06/2017', '04/29/2017']]",/Restaurant_Review-g187497-d3935385-Reviews-Gelida-Barcelona_Catalonia.html,d3935385,https://www.tripadvisor.com//Restaurant_Review-g187497-d3935385-Reviews-Gelida-Barcelona_Catalonia.html,227,14,11,0,0,1
6448,id_6448,Barcelona,['Healthy'],3961.0,$,16.0,"[['Well tasting buffet'], ['09/13/2014']]",/Restaurant_Review-g187497-d5862862-Reviews-Restaurante_Chino_Da_Hao_Men-Barcelona_Catalonia.html,d5862862,https://www.tripadvisor.com//Restaurant_Review-g187497-d5862862-Reviews-Restaurante_Chino_Da_Hao_Men-Barcelona_Catalonia.html,0,0,0,0,0,0
6449,id_6449,London,"['Mediterranean', 'European', 'Turkish', 'Middle Eastern', 'Vegetarian Friendly', 'Vegan Options', 'Halal', 'Gluten Free Options']",1702.0,$$ - $$$,1152.0,"[['Little gem', 'Nice Food'], ['12/21/2017', '11/07/2017']]",/Restaurant_Review-g186338-d2302263-Reviews-Kilikya_St_Katharine_Docks-London_England.html,d2302263,https://www.tripadvisor.com//Restaurant_Review-g186338-d2302263-Reviews-Kilikya_St_Katharine_Docks-London_England.html,1373,701,259,77,72,147
6450,id_6450,Prague,"['European', 'Contemporary', 'Healthy', 'Street Food', 'Soups', 'Czech']",1949.0,,2.0,"[['Very pleasant experience'], ['04/29/2017']]",/Restaurant_Review-g274707-d12256213-Reviews-Dunakafe-Prague_Bohemia.html,d12256213,https://www.tripadvisor.com//Restaurant_Review-g274707-d12256213-Reviews-Dunakafe-Prague_Bohemia.html,5,2,0,0,0,0
6451,id_6451,Berlin,"['Asian', 'Tibetan']",5470.0,$$ - $$$,23.0,"[['Waitress snapped at us', 'Nepali, Tibetan and Indian foodies dream...'], ['11/01/2017', '10/14/2014']]",/Restaurant_Review-g187323-d4053518-Reviews-Himali_restaurant_og_bar-Berlin.html,d4053518,https://www.tripadvisor.com//Restaurant_Review-g187323-d4053518-Reviews-Himali_restaurant_og_bar-Berlin.html,35,2,1,1,1,0
6452,id_6452,London,['Cafe'],15635.0,,15.0,"[['Unpleasant', 'A real hidden gem'], ['04/30/2017', '09/21/2016']]",/Restaurant_Review-g186338-d733570-Reviews-Jones_Dairy_Cafe-London_England.html,d733570,https://www.tripadvisor.com//Restaurant_Review-g186338-d733570-Reviews-Jones_Dairy_Cafe-London_England.html,18,3,2,6,2,3
6453,id_6453,Madrid,['Spanish'],8417.0,,4.0,"[[], []]",/Restaurant_Review-g187514-d5794888-Reviews-Telericatorta-Madrid.html,d5794888,https://www.tripadvisor.com//Restaurant_Review-g187514-d5794888-Reviews-Telericatorta-Madrid.html,4,0,0,2,1,1
6454,id_6454,Berlin,"['International', 'European', 'Vegetarian Friendly', 'Vegan Options']",229.0,$$ - $$$,89.0,"[['Best restaurant', 'Special'], ['01/03/2018', '12/28/2017']]",/Restaurant_Review-g187323-d10519432-Reviews-Panama_Berlin-Berlin.html,d10519432,https://www.tripadvisor.com//Restaurant_Review-g187323-d10519432-Reviews-Panama_Berlin-Berlin.html,189,67,14,5,3,2
6455,id_6455,Milan,"['Italian', 'Bar', 'Pub', 'Brew Pub']",3862.0,$$ - $$$,102.0,"[['Unhappy', 'great food and open during day'], ['08/11/2017', '04/01/2017']]",/Restaurant_Review-g187849-d6802663-Reviews-Birreria_Milanese-Milan_Lombardy.html,d6802663,https://www.tripadvisor.com//Restaurant_Review-g187849-d6802663-Reviews-Birreria_Milanese-Milan_Lombardy.html,0,0,0,0,0,0
6456,id_6456,Prague,,3190.0,,2.0,"[['Good food'], ['01/02/2017']]",/Restaurant_Review-g274707-d11962747-Reviews-Via_Restaurant-Prague_Bohemia.html,d11962747,https://www.tripadvisor.com//Restaurant_Review-g274707-d11962747-Reviews-Via_Restaurant-Prague_Bohemia.html,2,1,0,0,0,0
6457,id_6457,Barcelona,"['Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly']",403.0,$$ - $$$,1033.0,"[['Bijou portions, tasty food', 'Very good tapas and jamon'], ['11/25/2017', '10/31/2017']]",/Restaurant_Review-g187497-d986473-Reviews-Restaurante_Xaloc-Barcelona_Catalonia.html,d986473,https://www.tripadvisor.com//Restaurant_Review-g187497-d986473-Reviews-Restaurante_Xaloc-Barcelona_Catalonia.html,1220,165,152,39,27,21
6458,id_6458,Zurich,"['Bar', 'Pub', 'European']",648.0,$$ - $$$,37.0,"[['Lovely Surprise', 'cozy outdoor area in the heart of K5'], ['12/03/2017', '06/15/2017']]",/Restaurant_Review-g188113-d1123683-Reviews-Aya_Bar-Zurich.html,d1123683,https://www.tripadvisor.com//Restaurant_Review-g188113-d1123683-Reviews-Aya_Bar-Zurich.html,50,5,9,1,1,3
6459,id_6459,London,"['Cafe', 'Spanish', 'Mediterranean', 'European', 'Vegetarian Friendly']",6165.0,$,19.0,"[['Finest Spanish Churros in London!', 'Yummy food'], ['01/09/2018', '10/03/2017']]",/Restaurant_Review-g186338-d6155929-Reviews-Tierra_Verde-London_England.html,d6155929,https://www.tripadvisor.com//Restaurant_Review-g186338-d6155929-Reviews-Tierra_Verde-London_England.html,27,21,5,1,0,0
6460,id_6460,London,,12534.0,,,"[['Quick lunch'], ['03/19/2016']]",/Restaurant_Review-g186338-d5615985-Reviews-Des_Pardes-London_England.html,d5615985,https://www.tripadvisor.com//Restaurant_Review-g186338-d5615985-Reviews-Des_Pardes-London_England.html,0,0,0,0,0,0
6461,id_6461,Vienna,"['Italian', 'Mediterranean']",583.0,$$ - $$$,13.0,"[['Lovely dinner'], ['01/01/2018']]",/Restaurant_Review-g190454-d11910426-Reviews-La_Fornace-Vienna.html,d11910426,https://www.tripadvisor.com//Restaurant_Review-g190454-d11910426-Reviews-La_Fornace-Vienna.html,38,4,0,0,0,0
6462,id_6462,Lisbon,"['Indian', 'International', 'Thai']",2405.0,$$ - $$$,6.0,"[['😀Excellent food ,good service 😀', 'Awesome Indian and Turkish'], ['06/09/2016', '05/23/2016']]",/Restaurant_Review-g189158-d10063518-Reviews-Multi_Foods_Restaurante-Lisbon_Lisbon_District_Central_Portugal.html,d10063518,https://www.tripadvisor.com//Restaurant_Review-g189158-d10063518-Reviews-Multi_Foods_Restaurante-Lisbon_Lisbon_District_Central_Portugal.html,10,7,0,0,0,0
6463,id_6463,Prague,['Spanish'],3500.0,,3.0,"[['Good, not Great'], ['01/20/2015']]",/Restaurant_Review-g274707-d7124007-Reviews-La_Tortuga_Loca-Prague_Bohemia.html,d7124007,https://www.tripadvisor.com//Restaurant_Review-g274707-d7124007-Reviews-La_Tortuga_Loca-Prague_Bohemia.html,4,0,0,1,0,0
6464,id_6464,Barcelona,['Spanish'],5842.0,,2.0,"[[], []]",/Restaurant_Review-g187497-d3742696-Reviews-Granja_L_oreig-Barcelona_Catalonia.html,d3742696,https://www.tripadvisor.com//Restaurant_Review-g187497-d3742696-Reviews-Granja_L_oreig-Barcelona_Catalonia.html,2,0,2,0,0,0
6465,id_6465,Dublin,['Pub'],995.0,,25.0,"[['Old School Pub', 'OLD SCHOOL!!'], ['12/13/2017', '01/23/2017']]",/Restaurant_Review-g186605-d696238-Reviews-Hartigan_s-Dublin_County_Dublin.html,d696238,https://www.tripadvisor.com//Restaurant_Review-g186605-d696238-Reviews-Hartigan_s-Dublin_County_Dublin.html,39,18,16,2,0,2
6466,id_6466,London,,9104.0,,2.0,"[['AMAZING! THE OWNER IS A GENIUS!', 'A perfect new café in Camden, out of the w...'], ['12/27/2015', '11/11/2015']]",/Restaurant_Review-g186338-d8810148-Reviews-Oat_Milk-London_England.html,d8810148,https://www.tripadvisor.com//Restaurant_Review-g186338-d8810148-Reviews-Oat_Milk-London_England.html,2,2,0,0,0,0
6467,id_6467,London,"['Fast Food', 'Healthy', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",8247.0,$$ - $$$,74.0,"[['Good wraps', 'OK for a quick bite'], ['09/02/2017', '04/03/2017']]",/Restaurant_Review-g186338-d3405440-Reviews-Leon_Brent_Cross-London_England.html,d3405440,https://www.tripadvisor.com//Restaurant_Review-g186338-d3405440-Reviews-Leon_Brent_Cross-London_England.html,94,23,31,19,3,14
6468,id_6468,Zurich,"['Swiss', 'European']",1415.0,$,13.0,"[['lucky you found it'], ['09/18/2016']]",/Restaurant_Review-g188113-d2479488-Reviews-Guhwilmuhle-Zurich.html,d2479488,https://www.tripadvisor.com//Restaurant_Review-g188113-d2479488-Reviews-Guhwilmuhle-Zurich.html,27,1,1,0,0,0
6469,id_6469,Geneva,['Chinese'],638.0,$,14.0,"[['Small, good and nice.', 'Cheap and honest'], ['05/23/2015', '01/18/2015']]",/Restaurant_Review-g188057-d779087-Reviews-Lui_Garden-Geneva.html,d779087,https://www.tripadvisor.com//Restaurant_Review-g188057-d779087-Reviews-Lui_Garden-Geneva.html,20,1,3,0,0,0
6470,id_6470,Milan,['Italian'],3586.0,$$ - $$$,17.0,"[[""Everyday I'm here!"", 'Overpriced. Caro. Avoid it. A evitare'], ['03/01/2017', '12/17/2016']]",/Restaurant_Review-g187849-d7810477-Reviews-Queen_s_Bar_Tabacchi-Milan_Lombardy.html,d7810477,https://www.tripadvisor.com//Restaurant_Review-g187849-d7810477-Reviews-Queen_s_Bar_Tabacchi-Milan_Lombardy.html,21,1,3,0,1,1
6471,id_6471,Munich,,1809.0,,2.0,"[['Easy to reach'], ['12/11/2016']]",/Restaurant_Review-g187309-d11904996-Reviews-Cafe_Bar_Tribu-Munich_Upper_Bavaria_Bavaria.html,d11904996,https://www.tripadvisor.com//Restaurant_Review-g187309-d11904996-Reviews-Cafe_Bar_Tribu-Munich_Upper_Bavaria_Bavaria.html,5,0,1,0,0,1
6472,id_6472,Amsterdam,"['Bar', 'Gastropub', 'Pub', 'Australian', 'Vegetarian Friendly']",730.0,$$ - $$$,426.0,"[['Just average...', 'Wee pre tea cocktail'], ['10/14/2017', '10/14/2017']]",/Restaurant_Review-g188590-d696905-Reviews-Coco_s_Outback-Amsterdam_North_Holland_Province.html,d696905,https://www.tripadvisor.com//Restaurant_Review-g188590-d696905-Reviews-Coco_s_Outback-Amsterdam_North_Holland_Province.html,590,163,139,57,27,38
6473,id_6473,London,"['Mediterranean', 'Turkish', 'Middle Eastern', 'Halal']",6783.0,$$ - $$$,66.0,"[['Full to the brim!', 'Very good for families'], ['07/16/2017', '04/25/2017']]",/Restaurant_Review-g186338-d719373-Reviews-Istanbul_Restaurant_Dalston-London_England.html,d719373,https://www.tripadvisor.com//Restaurant_Review-g186338-d719373-Reviews-Istanbul_Restaurant_Dalston-London_England.html,102,63,14,8,2,13
6474,id_6474,Lyon,,1404.0,,9.0,"[[], []]",/Restaurant_Review-g187265-d10661951-Reviews-Happy_Day_Sushi-Lyon_Rhone_Auvergne_Rhone_Alpes.html,d10661951,https://www.tripadvisor.com//Restaurant_Review-g187265-d10661951-Reviews-Happy_Day_Sushi-Lyon_Rhone_Auvergne_Rhone_Alpes.html,18,13,5,0,0,0
6475,id_6475,Budapest,"['Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly']",1205.0,$$ - $$$,77.0,"[['Budapest Xmas Break', 'Cheap and cheerful..and Slow!'], ['12/15/2017', '09/18/2017']]",/Restaurant_Review-g274887-d10396257-Reviews-Amici_Miei-Budapest_Central_Hungary.html,d10396257,https://www.tripadvisor.com//Restaurant_Review-g274887-d10396257-Reviews-Amici_Miei-Budapest_Central_Hungary.html,461,85,15,10,10,18
6476,id_6476,Luxembourg,"['International', 'Vegetarian Friendly']",315.0,$,20.0,"[['Melting Pot', 'Tasty food for a good price))good service...'], ['03/05/2017', '10/25/2017']]",/Restaurant_Review-g190356-d8627647-Reviews-Melting_Pot-Luxembourg_City.html,d8627647,https://www.tripadvisor.com//Restaurant_Review-g190356-d8627647-Reviews-Melting_Pot-Luxembourg_City.html,25,4,3,2,1,0
6477,id_6477,London,['Chinese'],16062.0,,2.0,"[['Food pretty gross!!!'], ['07/28/2017']]",/Restaurant_Review-g186338-d5037397-Reviews-Take_away-London_England.html,d5037397,https://www.tripadvisor.com//Restaurant_Review-g186338-d5037397-Reviews-Take_away-London_England.html,2,0,0,0,1,0
6478,id_6478,Lisbon,"['Mediterranean', 'European', 'Portuguese', 'Wine Bar', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",127.0,$$ - $$$,1535.0,"[['What a way to end the trip...', 'Wine tasting'], ['02/24/2018', '02/10/2018']]",/Restaurant_Review-g189158-d1910972-Reviews-Grapes_Bites-Lisbon_Lisbon_District_Central_Portugal.html,d1910972,https://www.tripadvisor.com//Restaurant_Review-g189158-d1910972-Reviews-Grapes_Bites-Lisbon_Lisbon_District_Central_Portugal.html,1811,518,170,51,18,17
6479,id_6479,Amsterdam,"['Bar', 'Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly']",716.0,$$ - $$$,417.0,"[['Friendly spot', 'Fun place; good food.'], ['01/08/2018', '12/14/2017']]",/Restaurant_Review-g188590-d696985-Reviews-Pata_Negra-Amsterdam_North_Holland_Province.html,d696985,https://www.tripadvisor.com//Restaurant_Review-g188590-d696985-Reviews-Pata_Negra-Amsterdam_North_Holland_Province.html,519,79,103,33,22,23
6480,id_6480,Paris,"['French', 'European']",984.0,$$ - $$$,408.0,"[['Excellent food at a very fair price', 'Hotel clerk recommend me, and it was right'], ['09/12/2017', '07/28/2017']]",/Restaurant_Review-g187147-d719497-Reviews-Les_Bacchantes-Paris_Ile_de_France.html,d719497,https://www.tripadvisor.com//Restaurant_Review-g187147-d719497-Reviews-Les_Bacchantes-Paris_Ile_de_France.html,532,35,47,10,7,1
6481,id_6481,Barcelona,['Spanish'],4596.0,$$ - $$$,13.0,"[['Excellent'], ['11/08/2017']]",/Restaurant_Review-g187497-d12379409-Reviews-La_tiza-Barcelona_Catalonia.html,d12379409,https://www.tripadvisor.com//Restaurant_Review-g187497-d12379409-Reviews-La_tiza-Barcelona_Catalonia.html,71,9,4,1,0,0
6482,id_6482,London,"['Barbecue', 'Turkish', 'Middle Eastern', 'Mediterranean', 'Vegetarian Friendly', 'Halal', 'Vegan Options']",4555.0,$$ - $$$,71.0,"[['Very good turkish food', 'Largest Platter of Meat Ever'], ['10/11/2017', '09/19/2017']]",/Restaurant_Review-g186338-d10670634-Reviews-AGAH_Anatolian_Turkish_Cuisine_Grill_and_Bar-London_England.html,d10670634,https://www.tripadvisor.com//Restaurant_Review-g186338-d10670634-Reviews-AGAH_Anatolian_Turkish_Cuisine_Grill_and_Bar-London_England.html,76,27,14,9,3,6
